filename,category,score,path
15011085.pdf,FINANCE,12.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\15011085.pdf
15823995.pdf,AVIATION,12.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\15823995.pdf
17864043.pdf,HEALTHCARE,12.07,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\17864043.pdf
26790545.pdf,DESIGNER,12.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\26790545.pdf
91026230.pdf,APPAREL,12.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\91026230.pdf
20345168.pdf,ACCOUNTANT,12.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\20345168.pdf
29149998.pdf,HR,12.04,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\29149998.pdf
35474904.pdf,ADVOCATE,12.03,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\35474904.pdf
16407619.pdf,BANKING,12.02,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\16407619.pdf
30304575.pdf,ACCOUNTANT,12.02,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\30304575.pdf
99033098.pdf,ARTS,12.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\99033098.pdf
12254068.pdf,CHEF,11.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\12254068.pdf
29028935.pdf,APPAREL,11.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\29028935.pdf
22593054.pdf,ARTS,11.97,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\22593054.pdf
37818861.pdf,CONSULTANT,11.97,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\37818861.pdf
31211074.pdf,PUBLIC-RELATIONS,11.95,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\31211074.pdf
17983430.pdf,AVIATION,11.94,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\17983430.pdf
21321598.pdf,PUBLIC-RELATIONS,11.93,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\21321598.pdf
28669770.pdf,FITNESS,11.93,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\28669770.pdf
36758947.pdf,ARTS,11.92,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\36758947.pdf
18784594.pdf,HEALTHCARE,11.91,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\18784594.pdf
16887936.pdf,ARTS,11.9,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\16887936.pdf
29770086.pdf,CONSULTANT,11.89,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\29770086.pdf
27549075.pdf,APPAREL,11.87,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\27549075.pdf
54232810.pdf,AVIATION,11.86,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\54232810.pdf
19179079.pdf,HR,11.86,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\19179079.pdf
49285644.pdf,TEACHER,11.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\49285644.pdf
22765255.pdf,BUSINESS-DEVELOPMENT,11.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\22765255.pdf
17556527.pdf,ACCOUNTANT,11.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\17556527.pdf
36136569.pdf,APPAREL,11.83,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\36136569.pdf
27523575.pdf,HR,11.82,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\27523575.pdf
30430249.pdf,APPAREL,11.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\30430249.pdf
27024099.pdf,ARTS,11.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\27024099.pdf
28628090.pdf,ENGINEERING,11.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\28628090.pdf
60624892.pdf,HEALTHCARE,11.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\60624892.pdf
32385553.pdf,BUSINESS-DEVELOPMENT,11.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\32385553.pdf
70667011.pdf,BANKING,11.77,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\70667011.pdf
30642458.pdf,PUBLIC-RELATIONS,11.77,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\30642458.pdf
22551979.pdf,TEACHER,11.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\22551979.pdf
16594812.pdf,CHEF,11.75,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\16594812.pdf
19473948.pdf,SALES,11.73,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\19473948.pdf
83566455.pdf,APPAREL,11.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\83566455.pdf
71888547.pdf,CONSULTANT,11.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\71888547.pdf
74849878.pdf,FINANCE,11.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\74849878.pdf
35483925.pdf,BANKING,11.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\35483925.pdf
12668625.pdf,APPAREL,11.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\12668625.pdf
65237556.pdf,PUBLIC-RELATIONS,11.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\65237556.pdf
39718499.pdf,INFORMATION-TECHNOLOGY,11.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\39718499.pdf
20033302.pdf,CHEF,11.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\20033302.pdf
71767359.pdf,APPAREL,11.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\71767359.pdf
37374340.pdf,HEALTHCARE,11.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\37374340.pdf
52618188.pdf,INFORMATION-TECHNOLOGY,11.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\52618188.pdf
17823436.pdf,BANKING,11.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\17823436.pdf
10984392.pdf,CONSULTANT,11.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\10984392.pdf
24240349.pdf,TEACHER,11.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\24240349.pdf
14726000.pdf,BUSINESS-DEVELOPMENT,11.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\14726000.pdf
76010167.pdf,DESIGNER,11.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\76010167.pdf
74552449.pdf,BANKING,11.61,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\74552449.pdf
16276121.pdf,DIGITAL-MEDIA,11.6,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\16276121.pdf
10189110.pdf,AVIATION,11.6,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\10189110.pdf
17730889.pdf,BUSINESS-DEVELOPMENT,11.59,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\17730889.pdf
27512470.pdf,AVIATION,11.58,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\27512470.pdf
58165257.pdf,FINANCE,11.58,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\58165257.pdf
29196643.pdf,CONSULTANT,11.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\29196643.pdf
18557164.pdf,HR,11.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\18557164.pdf
13982572.pdf,BANKING,11.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\13982572.pdf
11188218.pdf,ADVOCATE,11.54,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\11188218.pdf
15289348.pdf,ACCOUNTANT,11.54,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\15289348.pdf
22510753.pdf,TEACHER,11.52,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\22510753.pdf
13675377.pdf,FITNESS,11.51,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\13675377.pdf
22249155.pdf,APPAREL,11.51,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\22249155.pdf
13909762.pdf,ADVOCATE,11.51,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\13909762.pdf
11963737.pdf,ADVOCATE,11.5,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\11963737.pdf
18905648.pdf,DIGITAL-MEDIA,11.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\18905648.pdf
15484011.pdf,AUTOMOBILE,11.48,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\15484011.pdf
91116867.pdf,CONSULTANT,11.47,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\91116867.pdf
53227466.pdf,ARTS,11.47,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\53227466.pdf
32651555.pdf,FITNESS,11.47,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\32651555.pdf
19738730.pdf,BUSINESS-DEVELOPMENT,11.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\19738730.pdf
25813953.pdf,BUSINESS-DEVELOPMENT,11.42,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\25813953.pdf
90468982.pdf,ADVOCATE,11.42,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\90468982.pdf
16833515.pdf,AVIATION,11.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\16833515.pdf
28320387.pdf,ENGINEERING,11.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\28320387.pdf
20427934.pdf,BUSINESS-DEVELOPMENT,11.4,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\20427934.pdf
59346975.pdf,PUBLIC-RELATIONS,11.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\59346975.pdf
36139251.pdf,FITNESS,11.35,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\36139251.pdf
91515108.pdf,AUTOMOBILE,11.35,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\91515108.pdf
33424600.pdf,BUSINESS-DEVELOPMENT,11.34,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\33424600.pdf
14256329.pdf,HR,11.34,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\14256329.pdf
16391949.pdf,APPAREL,11.34,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\16391949.pdf
24410405.pdf,ADVOCATE,11.33,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\24410405.pdf
26691587.pdf,APPAREL,11.33,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\26691587.pdf
12504278.pdf,AVIATION,11.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\12504278.pdf
96761538.pdf,FITNESS,11.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\96761538.pdf
17570634.pdf,CONSTRUCTION,11.31,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\17570634.pdf
85417107.pdf,HEALTHCARE,11.31,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\85417107.pdf
36269672.pdf,DESIGNER,11.31,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\36269672.pdf
24516163.pdf,APPAREL,11.31,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\24516163.pdf
22492537.pdf,FINANCE,11.3,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\22492537.pdf
31392754.pdf,PUBLIC-RELATIONS,11.3,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\31392754.pdf
71772815.pdf,SALES,11.3,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\71772815.pdf
25150191.pdf,HR,11.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\25150191.pdf
25543217.pdf,APPAREL,11.27,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\25543217.pdf
28337049.pdf,BUSINESS-DEVELOPMENT,11.26,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\28337049.pdf
11409460.pdf,APPAREL,11.25,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\11409460.pdf
17775916.pdf,FINANCE,11.24,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\17775916.pdf
10738095.pdf,APPAREL,11.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\10738095.pdf
15917885.pdf,PUBLIC-RELATIONS,11.21,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\15917885.pdf
26767199.pdf,FINANCE,11.21,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\26767199.pdf
39064638.pdf,ARTS,11.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\39064638.pdf
57364820.pdf,CONSULTANT,11.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\57364820.pdf
13264154.pdf,CHEF,11.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\13264154.pdf
20604208.pdf,ADVOCATE,11.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\20604208.pdf
26581830.pdf,BUSINESS-DEVELOPMENT,11.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\26581830.pdf
29002596.pdf,DIGITAL-MEDIA,11.17,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\29002596.pdf
28897981.pdf,INFORMATION-TECHNOLOGY,11.16,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\28897981.pdf
20552814.pdf,SALES,11.16,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\20552814.pdf
57601040.pdf,CONSULTANT,11.15,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\57601040.pdf
23387174.pdf,ACCOUNTANT,11.13,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\23387174.pdf
12019284.pdf,FITNESS,11.13,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\12019284.pdf
11289482.pdf,BUSINESS-DEVELOPMENT,11.13,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\11289482.pdf
10734870.pdf,CONSTRUCTION,11.12,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\10734870.pdf
20566550.pdf,ENGINEERING,11.12,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\20566550.pdf
28063132.pdf,TEACHER,11.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\28063132.pdf
34792238.pdf,FITNESS,11.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\34792238.pdf
14722634.pdf,FINANCE,11.1,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\14722634.pdf
16509761.pdf,DIGITAL-MEDIA,11.1,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\16509761.pdf
21297521.pdf,BANKING,11.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\21297521.pdf
32980197.pdf,BANKING,11.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\32980197.pdf
17681064.pdf,INFORMATION-TECHNOLOGY,11.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\17681064.pdf
28359817.pdf,ACCOUNTANT,11.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\28359817.pdf
10926726.pdf,PUBLIC-RELATIONS,11.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\10926726.pdf
32531824.pdf,BUSINESS-DEVELOPMENT,11.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\32531824.pdf
34594746.pdf,HEALTHCARE,11.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\34594746.pdf
55746506.pdf,FITNESS,11.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\55746506.pdf
14517953.pdf,CONSULTANT,11.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\14517953.pdf
32441790.pdf,PUBLIC-RELATIONS,11.04,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\32441790.pdf
31217840.pdf,CONSULTANT,11.04,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\31217840.pdf
17312146.pdf,AGRICULTURE,11.03,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\17312146.pdf
37739183.pdf,DIGITAL-MEDIA,11.03,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\37739183.pdf
39470264.pdf,ARTS,11.02,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\39470264.pdf
24550866.pdf,HEALTHCARE,11.01,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\24550866.pdf
28862054.pdf,PUBLIC-RELATIONS,10.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\28862054.pdf
12092347.pdf,FITNESS,10.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\12092347.pdf
17880988.pdf,FINANCE,10.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\17880988.pdf
16237710.pdf,ACCOUNTANT,10.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\16237710.pdf
91318828.pdf,DIGITAL-MEDIA,10.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\91318828.pdf
29839396.pdf,BANKING,10.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\29839396.pdf
17396388.pdf,BANKING,10.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\17396388.pdf
68338341.pdf,CHEF,10.95,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\68338341.pdf
24294778.pdf,ACCOUNTANT,10.95,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\24294778.pdf
11065180.pdf,BANKING,10.94,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\11065180.pdf
19540089.pdf,FINANCE,10.93,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\19540089.pdf
59450123.pdf,FINANCE,10.93,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\59450123.pdf
27710853.pdf,BPO,10.93,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BPO\27710853.pdf
12923795.pdf,FITNESS,10.92,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\12923795.pdf
20082776.pdf,ACCOUNTANT,10.91,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\20082776.pdf
28670024.pdf,HEALTHCARE,10.9,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\28670024.pdf
95714702.pdf,ADVOCATE,10.88,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\95714702.pdf
11257723.pdf,AUTOMOBILE,10.87,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\11257723.pdf
62700506.pdf,DIGITAL-MEDIA,10.87,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\62700506.pdf
20681037.pdf,CONSTRUCTION,10.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\20681037.pdf
10624813.pdf,ENGINEERING,10.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\10624813.pdf
19336728.pdf,HR,10.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\19336728.pdf
23591247.pdf,CHEF,10.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\23591247.pdf
34252537.pdf,CHEF,10.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\34252537.pdf
81508860.pdf,DIGITAL-MEDIA,10.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\81508860.pdf
27176039.pdf,APPAREL,10.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\27176039.pdf
17659053.pdf,APPAREL,10.83,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\17659053.pdf
13964744.pdf,BPO,10.83,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BPO\13964744.pdf
34583750.pdf,DIGITAL-MEDIA,10.83,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\34583750.pdf
10527994.pdf,TEACHER,10.82,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\10527994.pdf
99244405.pdf,TEACHER,10.82,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\99244405.pdf
19926135.pdf,ADVOCATE,10.81,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\19926135.pdf
11490673.pdf,FINANCE,10.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\11490673.pdf
20141807.pdf,SALES,10.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\20141807.pdf
21867728.pdf,ARTS,10.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\21867728.pdf
49204385.pdf,ACCOUNTANT,10.78,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\49204385.pdf
28035460.pdf,INFORMATION-TECHNOLOGY,10.77,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\28035460.pdf
31042953.pdf,FITNESS,10.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\31042953.pdf
19929506.pdf,PUBLIC-RELATIONS,10.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\19929506.pdf
33527446.pdf,ACCOUNTANT,10.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\33527446.pdf
17857644.pdf,ARTS,10.75,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\17857644.pdf
33542483.pdf,DIGITAL-MEDIA,10.74,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\33542483.pdf
12890045.pdf,CONSTRUCTION,10.74,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\12890045.pdf
17378327.pdf,SALES,10.73,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\17378327.pdf
24989856.pdf,APPAREL,10.72,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\24989856.pdf
29723311.pdf,CONSULTANT,10.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\29723311.pdf
19612167.pdf,ENGINEERING,10.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\19612167.pdf
64017585.pdf,INFORMATION-TECHNOLOGY,10.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\64017585.pdf
21809601.pdf,ARTS,10.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\21809601.pdf
68240723.pdf,DESIGNER,10.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\68240723.pdf
16121015.pdf,SALES,10.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\16121015.pdf
11480899.pdf,HR,10.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\11480899.pdf
93988900.pdf,HEALTHCARE,10.67,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\93988900.pdf
51724595.pdf,CONSULTANT,10.65,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\51724595.pdf
16500168.pdf,APPAREL,10.65,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\16500168.pdf
20977412.pdf,FINANCE,10.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\20977412.pdf
