filename,category,score,path
21611212.pdf,TEACHER,4.77,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\21611212.pdf
39776400.pdf,DESIGNER,4.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\39776400.pdf
15261348.pdf,CHEF,4.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\15261348.pdf
17545780.pdf,HEALTHCARE,4.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\17545780.pdf
81588968.pdf,AVIATION,4.75,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\81588968.pdf
76530505.pdf,FITNESS,4.75,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\76530505.pdf
32985311.pdf,ENGINEERING,4.74,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\32985311.pdf
19556300.pdf,TEACHER,4.73,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\19556300.pdf
93349646.pdf,CONSULTANT,4.72,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\93349646.pdf
25990239.pdf,INFORMATION-TECHNOLOGY,4.72,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\25990239.pdf
12693146.pdf,CONSTRUCTION,4.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\12693146.pdf
25561640.pdf,ARTS,4.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\25561640.pdf
25422388.pdf,DESIGNER,4.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\25422388.pdf
16653657.pdf,AGRICULTURE,4.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\16653657.pdf
29639533.pdf,TEACHER,4.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\29639533.pdf
16962067.pdf,ARTS,4.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\16962067.pdf
33704389.pdf,TEACHER,4.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\33704389.pdf
32518109.pdf,CHEF,4.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\32518109.pdf
28230807.pdf,CHEF,4.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\28230807.pdf
42641525.pdf,AVIATION,4.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\42641525.pdf
28803888.pdf,CONSTRUCTION,4.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\28803888.pdf
35579812.pdf,HEALTHCARE,4.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\35579812.pdf
26289308.pdf,HR,4.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\26289308.pdf
62184086.pdf,TEACHER,4.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\62184086.pdf
22093368.pdf,FITNESS,4.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\22093368.pdf
10100240.pdf,CONSTRUCTION,4.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\10100240.pdf
30083884.pdf,CONSULTANT,4.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\30083884.pdf
10030015.pdf,ENGINEERING,4.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\10030015.pdf
10332998.pdf,CONSULTANT,4.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\10332998.pdf
16924279.pdf,CONSTRUCTION,4.67,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\16924279.pdf
15265464.pdf,ARTS,4.67,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\15265464.pdf
43994605.pdf,HEALTHCARE,4.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\43994605.pdf
28505854.pdf,ENGINEERING,4.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\28505854.pdf
93301686.pdf,DESIGNER,4.65,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\93301686.pdf
29165698.pdf,FITNESS,4.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\29165698.pdf
65373280.pdf,CHEF,4.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\65373280.pdf
18635654.pdf,ACCOUNTANT,4.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\18635654.pdf
37391947.pdf,BUSINESS-DEVELOPMENT,4.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\37391947.pdf
10554236.pdf,ACCOUNTANT,4.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\10554236.pdf
62071407.pdf,ENGINEERING,4.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\62071407.pdf
14528265.pdf,DESIGNER,4.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\14528265.pdf
30757456.pdf,FITNESS,4.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\30757456.pdf
17325147.pdf,ARTS,4.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\17325147.pdf
22800977.pdf,ARTS,4.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\22800977.pdf
11137306.pdf,AVIATION,4.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\11137306.pdf
56520872.pdf,HEALTHCARE,4.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\56520872.pdf
32532982.pdf,DESIGNER,4.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\32532982.pdf
28631840.pdf,ENGINEERING,4.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\28631840.pdf
28614791.pdf,ACCOUNTANT,4.6,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\28614791.pdf
67631413.pdf,AVIATION,4.59,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\67631413.pdf
26622051.pdf,DESIGNER,4.59,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\26622051.pdf
25862026.pdf,ACCOUNTANT,4.58,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\25862026.pdf
68216398.pdf,AVIATION,4.57,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\68216398.pdf
82125182.pdf,ENGINEERING,4.57,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\82125182.pdf
18669563.pdf,ACCOUNTANT,4.56,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\18669563.pdf
56068028.pdf,AGRICULTURE,4.56,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\56068028.pdf
93512385.pdf,ADVOCATE,4.56,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\93512385.pdf
22488036.pdf,FITNESS,4.56,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\22488036.pdf
12333703.pdf,HEALTHCARE,4.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\12333703.pdf
11393213.pdf,CONSTRUCTION,4.54,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\11393213.pdf
30504149.pdf,DIGITAL-MEDIA,4.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\30504149.pdf
15858254.pdf,ENGINEERING,4.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\15858254.pdf
17983957.pdf,CONSULTANT,4.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\17983957.pdf
26125407.pdf,HEALTHCARE,4.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\26125407.pdf
29930479.pdf,TEACHER,4.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\29930479.pdf
61579998.pdf,ENGINEERING,4.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\61579998.pdf
12763627.pdf,INFORMATION-TECHNOLOGY,4.52,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\12763627.pdf
18949843.pdf,HEALTHCARE,4.52,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\18949843.pdf
23302948.pdf,CONSULTANT,4.52,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\23302948.pdf
18079050.pdf,CONSULTANT,4.51,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\18079050.pdf
10568183.pdf,HEALTHCARE,4.5,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\10568183.pdf
15684810.pdf,AVIATION,4.5,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\15684810.pdf
27182111.pdf,ADVOCATE,4.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\27182111.pdf
26819872.pdf,AVIATION,4.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\26819872.pdf
26503829.pdf,DESIGNER,4.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\26503829.pdf
31605080.pdf,AVIATION,4.49,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\31605080.pdf
21156767.pdf,CONSULTANT,4.48,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\21156767.pdf
47729453.pdf,CHEF,4.48,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\47729453.pdf
38989376.pdf,AVIATION,4.48,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\38989376.pdf
28790806.pdf,AUTOMOBILE,4.47,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\28790806.pdf
14849103.pdf,CONSTRUCTION,4.47,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\14849103.pdf
30437583.pdf,AGRICULTURE,4.47,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\30437583.pdf
43720116.pdf,AVIATION,4.46,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\43720116.pdf
20879311.pdf,INFORMATION-TECHNOLOGY,4.45,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\20879311.pdf
85101052.pdf,DESIGNER,4.45,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\85101052.pdf
27000192.pdf,PUBLIC-RELATIONS,4.45,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\27000192.pdf
24773845.pdf,AVIATION,4.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\24773845.pdf
13583538.pdf,TEACHER,4.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\13583538.pdf
23864858.pdf,DIGITAL-MEDIA,4.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\23864858.pdf
31948488.pdf,FINANCE,4.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\31948488.pdf
16626724.pdf,CONSTRUCTION,4.42,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\16626724.pdf
14589288.pdf,AVIATION,4.42,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\14589288.pdf
29072179.pdf,CHEF,4.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\29072179.pdf
24817041.pdf,ACCOUNTANT,4.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\24817041.pdf
99680385.pdf,AUTOMOBILE,4.4,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\99680385.pdf
13518263.pdf,DESIGNER,4.4,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\13518263.pdf
28176889.pdf,CHEF,4.4,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\28176889.pdf
17640785.pdf,AGRICULTURE,4.4,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\17640785.pdf
33135102.pdf,BANKING,4.4,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\33135102.pdf
24770846.pdf,CONSTRUCTION,4.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\24770846.pdf
18753367.pdf,ENGINEERING,4.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\18753367.pdf
12065211.pdf,ACCOUNTANT,4.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\12065211.pdf
38847011.pdf,ACCOUNTANT,4.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\38847011.pdf
40311088.pdf,DIGITAL-MEDIA,4.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\40311088.pdf
20574232.pdf,CONSULTANT,4.37,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\20574232.pdf
17252448.pdf,CONSTRUCTION,4.36,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\17252448.pdf
18436190.pdf,PUBLIC-RELATIONS,4.35,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\18436190.pdf
10504237.pdf,TEACHER,4.34,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\10504237.pdf
11005406.pdf,DIGITAL-MEDIA,4.34,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\11005406.pdf
23944036.pdf,HEALTHCARE,4.33,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\23944036.pdf
43752620.pdf,ENGINEERING,4.33,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\43752620.pdf
80876647.pdf,HEALTHCARE,4.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\80876647.pdf
15353911.pdf,DIGITAL-MEDIA,4.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\15353911.pdf
33872500.pdf,BANKING,4.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\33872500.pdf
10985403.pdf,ENGINEERING,4.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\10985403.pdf
39835894.pdf,ENGINEERING,4.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\39835894.pdf
17165107.pdf,ADVOCATE,4.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\17165107.pdf
69666645.pdf,FITNESS,4.32,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\69666645.pdf
51554903.pdf,CHEF,4.31,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\51554903.pdf
22556198.pdf,CONSULTANT,4.3,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\22556198.pdf
15564893.pdf,CONSTRUCTION,4.3,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\15564893.pdf
24361598.pdf,CONSTRUCTION,4.3,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\24361598.pdf
14626780.pdf,BANKING,4.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\14626780.pdf
25497147.pdf,FINANCE,4.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\25497147.pdf
13809698.pdf,ADVOCATE,4.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\13809698.pdf
38309905.pdf,CHEF,4.27,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\38309905.pdf
28111403.pdf,ADVOCATE,4.27,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\28111403.pdf
12334650.pdf,ARTS,4.26,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\12334650.pdf
10909720.pdf,TEACHER,4.26,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\10909720.pdf
16964217.pdf,CONSULTANT,4.25,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\16964217.pdf
18268860.pdf,AVIATION,4.25,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\18268860.pdf
91268638.pdf,CHEF,4.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\91268638.pdf
21904897.pdf,CHEF,4.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\21904897.pdf
26456474.pdf,ADVOCATE,4.22,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\26456474.pdf
29797594.pdf,TEACHER,4.21,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\29797594.pdf
31243710.pdf,INFORMATION-TECHNOLOGY,4.21,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\31243710.pdf
24953126.pdf,CONSTRUCTION,4.21,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\24953126.pdf
14107571.pdf,FITNESS,4.21,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\14107571.pdf
51681660.pdf,DESIGNER,4.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\51681660.pdf
73448369.pdf,ADVOCATE,4.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\73448369.pdf
90867631.pdf,INFORMATION-TECHNOLOGY,4.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\90867631.pdf
27058381.pdf,INFORMATION-TECHNOLOGY,4.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\27058381.pdf
54227873.pdf,ENGINEERING,4.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\54227873.pdf
11580408.pdf,INFORMATION-TECHNOLOGY,4.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\11580408.pdf
24025053.pdf,HEALTHCARE,4.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\24025053.pdf
10070224.pdf,PUBLIC-RELATIONS,4.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\10070224.pdf
29075857.pdf,INFORMATION-TECHNOLOGY,4.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\29075857.pdf
91431878.pdf,AVIATION,4.17,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\91431878.pdf
29147100.pdf,DESIGNER,4.17,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\29147100.pdf
89740812.pdf,AGRICULTURE,4.17,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\89740812.pdf
27246366.pdf,CONSTRUCTION,4.16,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\27246366.pdf
22442947.pdf,AVIATION,4.16,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\22442947.pdf
44115326.pdf,ADVOCATE,4.15,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\44115326.pdf
19396040.pdf,ENGINEERING,4.15,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\19396040.pdf
51018476.pdf,DESIGNER,4.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\51018476.pdf
14128006.pdf,PUBLIC-RELATIONS,4.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\14128006.pdf
20149476.pdf,ARTS,4.13,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\20149476.pdf
98309114.pdf,HEALTHCARE,4.13,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\98309114.pdf
29456173.pdf,ACCOUNTANT,4.12,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\29456173.pdf
12071138.pdf,FINANCE,4.12,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\12071138.pdf
24668861.pdf,AVIATION,4.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\24668861.pdf
17150707.pdf,HR,4.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\17150707.pdf
18187364.pdf,INFORMATION-TECHNOLOGY,4.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\18187364.pdf
10694288.pdf,HR,4.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\10694288.pdf
19599699.pdf,FITNESS,4.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\19599699.pdf
35468363.pdf,CHEF,4.09,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\35468363.pdf
25425322.pdf,ENGINEERING,4.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\25425322.pdf
64755882.pdf,ENGINEERING,4.08,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\64755882.pdf
21122155.pdf,FITNESS,4.07,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\21122155.pdf
99433371.pdf,CONSTRUCTION,4.07,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\99433371.pdf
17431847.pdf,FITNESS,4.07,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\17431847.pdf
10265057.pdf,INFORMATION-TECHNOLOGY,4.07,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\10265057.pdf
12043694.pdf,AVIATION,4.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\12043694.pdf
11804712.pdf,AVIATION,4.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\11804712.pdf
26189601.pdf,CHEF,4.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\26189601.pdf
13915715.pdf,PUBLIC-RELATIONS,4.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\13915715.pdf
12654876.pdf,CONSTRUCTION,4.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\12654876.pdf
15936656.pdf,DESIGNER,4.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\15936656.pdf
47317494.pdf,CHEF,4.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\47317494.pdf
20624984.pdf,ACCOUNTANT,4.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\20624984.pdf
13385306.pdf,INFORMATION-TECHNOLOGY,4.04,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\13385306.pdf
23568731.pdf,CHEF,4.03,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\23568731.pdf
28325193.pdf,ARTS,4.02,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\28325193.pdf
15850434.pdf,TEACHER,4.02,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\15850434.pdf
25067742.pdf,ACCOUNTANT,4.02,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\25067742.pdf
17987433.pdf,INFORMATION-TECHNOLOGY,4.02,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\17987433.pdf
19831366.pdf,CHEF,4.01,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\19831366.pdf
28871170.pdf,ADVOCATE,4.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\28871170.pdf
17963031.pdf,HEALTHCARE,4.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\17963031.pdf
23818675.pdf,CONSTRUCTION,4.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\23818675.pdf
18242317.pdf,AGRICULTURE,4.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\18242317.pdf
61315605.pdf,AVIATION,4.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\61315605.pdf
10089434.pdf,INFORMATION-TECHNOLOGY,4.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\10089434.pdf
13967854.pdf,ADVOCATE,4.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\13967854.pdf
27820360.pdf,CHEF,3.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\27820360.pdf
29486525.pdf,TEACHER,3.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\29486525.pdf
56525735.pdf,CONSTRUCTION,3.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\56525735.pdf
99561379.pdf,ARTS,3.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\99561379.pdf
